@relation train_10K-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P10

@attribute lucene numeric
@attribute inlink numeric
@attribute outlink numeric
@attribute valid {0,1}

@data
8.019816,85,12,0
10.725085,82,85,0
9.976675,7157,399,1
11.331221,0,0,0
6.433994,202,171,1
10.387531,3642,201,1
6.868043,7,33,0
9.223474,77,138,1
6.404121,29,44,0
3.325897,3,120,0
6.301521,42,60,0
6.462518,327,110,1
12.516845,0,0,1
8.070539,101,48,0
3.325897,2,11,0
15.607887,1141,588,1
5.806138,2,16,0
15.607887,10566,618,1
5.49687,2,62,0
11.147742,22,26,0
10.04913,0,0,1
15.061418,704,338,1
15.607887,214,36,1
15.607887,3385,390,1
15.607887,0,0,1
11.04876,168,132,1
4.134874,3,6,0
3.890268,20,149,0
6.235422,2083,193,1
5.706285,14,155,0
11.283754,893,361,1
14.103809,389,22,1
7.489717,78,83,0
8.84458,0,0,1
15.607887,3056,387,1
11.628204,779,130,1
6.963737,2,8,0
6.502598,10,19,0
6.707931,2,9,0
9.214296,494,35,1
9.097629,0,0,0
6.137841,0,9,0
7.064888,74,73,0
15.607887,695,326,1
15.607887,2302,478,1
11.556102,4,32,0
6.668639,603,357,1
10.287319,36,50,0
5.075972,14,20,0
5.573871,5,3,0
10.342609,0,442,1
12.745687,334,62,1
10.72888,18570,134,1
10.31962,7134,270,1
7.110797,6,7,0
8.332715,0,0,1
5.75425,6,22,0
15.607887,1141,588,1
6.733911,1,6,0
12.275682,0,0,1
15.607887,1141,588,1
15.607887,411,255,1
5.420627,0,0,0
11.944325,2388,524,1
11.244788,1487,344,1
11.480753,879,80,1
14.79676,1234,256,1
6.417649,2,57,0
10.498916,1893,276,1
9.283528,3909,497,1
6.164784,120,155,0
15.607887,749,150,1
4.793624,10,9,0
15.607887,11,42,1
5.074195,40,117,0
7.843591,4,16,0
7.012269,81,112,0
11.637594,1477,227,1
12.867047,0,0,1
8.994503,0,0,1
5.180431,1,492,0
5.123297,14,26,0
13.356595,273,91,1
11.086099,987,62,1
6.410018,2,14,0
4.758793,78,125,0
6.789347,2,1,0
15.607887,96,50,1
15.607887,1690,646,1
8.673003,2814,279,1
8.841696,1287,215,1
15.607887,0,0,1
15.607887,3153,328,1
15.607887,474160,1635,1
7.177562,109,221,1
7.291441,35,68,1
3.325897,61,25,0
3.325897,22,258,0
10.371445,0,83,1
3.325897,4,22,0
6.057303,137,61,0
4.668322,113,64,0
6.514562,6,6,0
9.321539,307,188,1
3.325897,2,13,0
3.325897,0,0,0
14.768683,81,55,1
8.170092,138501,768,1
15.667067,288,106,1
15.607887,1556,84,1
15.607887,1665,396,1
4.480833,327,203,0
5.969726,55,39,0
5.916156,116,132,0
5.863161,5,10,0
7.506609,3164,1102,1
15.607887,2649,583,1
15.607887,416,100,1
15.607887,1751,832,1
2.659114,1,15,0
9.639179,0,0,0
15.202422,19464,252,1
5.429032,108,112,0
15.607887,0,0,1
13.721979,487,272,1
5.979771,141,26,1
13.042937,0,0,1
6.269917,1,15,0
6.468995,7,12,0
15.607887,123,117,1
5.325196,17,57,0
5.732336,3,7,0
5.94693,0,9,0
6.739739,197,203,0
3.325897,74,96,0
15.607887,839,444,1
15.607887,2649,583,1
15.607887,0,0,1
6.64652,78,89,0
8.596221,0,0,1
15.607887,47508,748,1
6.404121,52,15,0
4.950621,2,14,0
5.39442,337,355,0
3.325897,46,50,0
12.774673,0,0,1
5.424998,4,13,0
6.77857,9,22,0
5.325196,48,72,0
6.61913,2,23,0
15.607887,233,137,1
10.302097,0,0,0
11.086099,749,150,1
5.319081,33,68,0
5.123297,8,20,0
15.607887,96,50,1
10.498916,0,0,0
2.873729,3,14,0
3.325897,7,13,0
12.409216,0,0,0
3.325897,42,66,0
3.325897,4,15,0
15.607887,214,36,1
15.607887,147,172,1
10.342609,634,827,1
15.607887,91,59,1
15.607887,2156,337,1
4.351658,3,13,0
11.169137,122,219,0
15.607887,33266,1275,1
13.903139,0,0,1
8.201862,8,21,0
6.715128,0,0,0
9.068296,320,467,1
14.313135,10,8,1
15.202422,49,101,1
6.789347,5,20,0
8.146534,0,0,1
9.919218,0,0,1
6.182816,278,158,0
2.448821,61,95,0
15.607887,0,0,1
3.224959,1,32,0
5.576835,3,4,0
19.516481,63,56,1
7.024025,139,204,0
13.256512,1426,273,1
7.781804,12,18,0
12.933739,276,53,1
5.366194,7,64,0
7.569613,14,26,0
5.522112,8,38,0
7.89842,16,9,0
6.272333,0,0,0
5.072028,2,29,0
15.607887,131,18,0
7.975243,11,6,1
6.490521,88,93,0
6.08695,272,174,0
5.706285,14,155,0
10.428916,0,0,1
3.325897,74,96,0
6.56561,0,0,0
9.824061,2723,316,1
12.39758,583,251,1
15.607887,687,120,1
15.607887,268,77,1
6.80856,150,28,1
11.388379,79,31,1
8.680102,16506,868,1
7.850622,7,6,0
11.957229,1203,25,1
5.712918,13,15,0
6.541079,4,16,0
6.338681,19,26,0
6.012184,3,12,0
7.036005,12,17,1
10.026272,0,0,0
9.81069,123,765,0
10.849996,0,0,1
8.847933,150,216,0
8.971952,8,19,0
5.226618,1,9,0
8.041904,263,563,0
4.631382,11,31,0
15.202422,1085,387,1
4.247808,3,56,0
7.457242,1,2,0
6.819977,132,10,1
10.978025,0,0,1
15.607887,25876,925,1
10.978025,0,0,1
6.345058,4,15,0
15.202422,265,27,1
15.607887,1058,502,1
14.691596,868,65,1
10.152566,0,0,0
8.538735,436,348,1
5.431876,4053,567,1
15.607887,389,22,1
15.607887,3918,549,1
2.342584,14,46,0
6.372843,244,350,0
15.607887,1923,109,1
6.686822,10,20,0
6.939086,90,88,0
6.056461,183,119,0
11.171135,621,265,1
5.512096,358,158,1
15.607887,0,0,1
8.399285,0,0,1
6.387337,2,6,0
6.935642,355,180,1
6.121098,56,25,0
6.796492,16,10,0
9.569662,2373,402,1
10.691563,3,7,0
10.498916,0,0,1
10.28244,0,0,1
10.956112,3883,195,1
6.808664,3,90,0
15.607887,155,18,1
15.607887,560,517,1
9.703889,0,0,0
15.607887,2827,258,1
15.607887,164,80,0
6.764223,53,38,0
5.978239,22,35,0
15.607887,12520,406,1
8.976544,1989,200,1
5.325196,22,22,0
6.34301,129,82,0
3.044572,3,12,0
7.239085,64,145,1
12.142151,47498,407,1
6.05569,144,177,0
12.704947,196,12,1
11.303821,1897,224,1
4.603381,185,217,0
15.607887,817,229,1
7.57365,115,143,1
5.771071,6,15,0
15.607887,222,38,1
15.607887,1897,224,1
8.631072,3,37,0
14.91474,41,16,1
7.077688,278,94,0
7.317779,280,38,1
7.415582,2,10,0
10.992766,0,0,0
8.623851,307,188,1
9.544102,12443,220,1
9.39428,2666,130,1
11.716066,0,0,1
6.970963,60,80,0
5.949986,3,12,0
3.325897,2,13,0
4.390633,2,42,0
8.461157,51221,1100,1
5.420627,4,7,0
6.493898,54,39,0
11.944325,1306,217,1
6.868043,129,132,1
15.607887,575,96,1
11.970301,1414,169,1
3.50192,8,17,0
6.528726,8,70,0
9.703889,12520,406,1
6.37685,2,3,0
11.097028,13704,539,1
5.325196,2,85,0
11.747157,771,41,1
15.607887,567,173,1
3.780106,71,55,0
7.369615,499,91,1
6.072652,14,36,0
6.679941,0,0,0
4.481762,248,80,0
3.913816,0,9,0
11.207284,867,27,1
15.607887,683,28,1
10.04913,0,0,1
15.607887,5281,403,1
5.209131,236,162,0
15.607887,158,32,1
15.607887,2263,523,1
6.625369,796,64,1
11.846687,64,97,1
9.191155,45,57,0
6.033464,1,40,0
6.404121,2,50,0
15.607887,0,0,1
11.790175,0,0,1
3.09006,2,19,0
5.833203,276,395,0
4.874483,50,77,0
4.913221,4,6,0
6.59872,176,187,0
15.607887,3710,165,1
15.607887,1141,588,1
3.325897,51,56,0
15.607887,0,0,0
9.183796,15186,721,1
6.156025,4,7,0
6.402263,3,12,0
15.607887,0,0,1
9.746405,210,89,1
15.607887,0,0,1
9.242276,0,0,0
6.521469,5,8,0
9.223474,77,138,1
7.979815,0,0,0
3.683626,0,3,0
7.550954,16,48,1
15.607887,453,286,1
6.76473,2,7,0
3.325897,19,47,0
15.607887,1556,84,1
6.174895,3,8,0
10.526483,5147,352,1
6.490521,3,1,0
15.202422,30773,693,1
6.868043,129,132,1
8.286697,0,0,0
5.672604,1,4,0
6.278303,1,3,0
7.44938,16,48,1
15.607887,2192,212,1
6.443481,1,12,0
15.607887,0,0,1
13.2817,24,17,1
7.506609,1,9,0
7.854597,4,8,0
6.236197,23,53,0
15.607887,99671,1058,1
15.607887,982,197,1
4.466833,32,43,0
3.226908,30,32,0
15.202422,9,13,0
7.831158,12,25,0
9.233714,25,40,1
15.607887,192,47,1
15.607887,4492,387,1
6.75756,732,745,0
13.16554,127,162,1
9.723173,0,0,1
6.528726,45,120,0
15.607887,1139,165,1
5.802205,8,19,0
5.135295,0,0,0
6.571336,3,16,0
15.607887,6136,318,1
6.493898,106,70,0
7.506609,244,130,0
6.174895,25,104,0
15.607887,2162,651,1
8.020584,2,14,0
3.325897,14,33,0
12.09634,22,15,0
5.123297,2,29,0
15.607887,242,179,1
8.06382,1,17,0
7.276052,536,207,1
12.617247,1647,153,1
15.607887,158,32,1
8.121554,4492,387,1
6.429575,509,293,0
5.123297,4,12,0
11.996969,0,0,1
6.916747,0,5,1
3.762823,17,104,0
15.607887,63045,1205,1
6.085737,0,12,0
5.97311,8,9,0
6.685124,40,72,0
5.546553,7,20,0
11.403194,151,39,1
6.024771,21,34,0
15.607887,306,183,1
15.607887,1460,335,1
8.332715,7595,46,1
4.849711,131,161,0
15.607887,0,0,1
15.202422,116,211,1
10.72311,12,31,1
15.607887,336,128,1
9.996586,567,173,1
7.532459,5,17,0
6.69378,122,63,0
10.460393,15618,625,1
9.941461,13,79,0
5.978239,73,76,0
15.607887,315,137,1
15.607887,474160,1635,1
10.265553,3231,87,1
12.024368,2,11,1
6.532319,10,9,0
9.567303,896,676,1
11.141979,3,4,0
15.607887,1773,662,1
10.096477,4,22,0
15.607887,350,461,1
12.052539,0,0,1
15.607887,2345,118,1
10.422071,42,78,1
5.863962,87,90,0
6.440364,24,88,0
5.705342,57,134,0
5.86219,4,9,0
15.607887,2666,130,1
15.607887,3416,120,1
7.335429,9,5,0
7.215744,393,374,1
10.387531,3642,201,1
11.16588,448,316,1
8.151835,3,15,0
5.442222,37,104,0
6.365377,4,14,0
8.315813,7,3,0
6.733911,7,37,0
7.532459,79,80,0
11.05401,0,0,1
8.777552,2206,129,1
6.014251,4,16,0
14.355124,0,0,1
10.347791,35,48,0
8.70513,77,138,1
7.10965,3186,291,1
2.782234,45,107,0
5.421845,3,32,0
10.177273,404,63,0
8.455227,2345,118,1
6.334538,1933,233,1
7.695031,28,29,1
9.407739,634,142,1
11.05401,569,54,1
5.596125,3,14,0
6.283119,5,7,0
7.931322,199,200,1
6.579052,1817,292,1
9.73859,0,0,1
6.140039,180,136,0
8.346887,17830,298,1
8.771091,0,0,1
15.607887,8613,608,1
6.868043,129,132,1
15.607887,436,348,1
5.947157,0,5,0
5.215129,5,14,0
7.322541,55,79,0
15.607887,4294,151,1
12.835299,0,0,1
13.596,36,32,1
15.607887,474160,1635,1
7.195964,482,102,1
15.607887,123,117,1
8.121554,4492,387,1
5.712618,0,8,0
6.086619,3,11,0
5.123297,32,46,0
8.933335,2,42,0
9.625211,44,67,0
5.99407,5,20,0
10.131424,1995,224,1
13.592984,8,15,1
15.607887,98,35,1
15.607887,3489,500,1
6.180923,11,10,0
7.150764,47,42,1
15.607887,391,85,1
6.06493,0,0,0
13.256512,18,45,1
5.953292,249,131,0
3.918698,25,43,0
6.729778,8,24,0
7.597941,2,12,0
5.145983,48,67,0
6.290416,2,16,0
10.448832,963,77,1
13.774337,0,0,1
8.673003,2814,279,1
9.118884,648,31,1
3.325897,42,66,0
9.949976,327,38,1
11.23213,1172,473,1
6.255916,25,18,0
11.064592,32,61,0
15.607887,597,225,1
6.960156,43,36,0
11.529342,3883,195,1
15.202422,0,0,1
6.151685,0,10,0
12.389011,0,0,1
7.861154,2751,300,1
15.607887,3946,561,1
15.607887,73,32,1
6.521469,0,11,0
6.675534,46,54,0
15.607887,4363,299,1
3.325897,32,57,0
15.607887,688,134,1
10.20296,0,0,1
6.353424,5,46,0
5.317412,529,176,0
7.695031,0,5,0
15.607887,1090,227,1
11.647074,0,0,1
5.123297,4,14,0
10.691563,0,0,1
15.607887,4492,387,1
5.129542,31,62,0
12.745687,334,62,1
5.946448,0,8,0
12.472393,3434,26,1
3.374841,88,119,0
15.202422,158,111,1
11.480753,879,80,1
5.409175,61,79,0
6.278303,35,18,0
3.325897,36,60,0
3.325897,5,5,0
4.474438,5,30,0
11.480753,879,80,1
12.587461,31,41,1
9.097629,0,0,0
8.151835,0,0,0
6.071075,345,358,0
6.889202,10,15,0
15.202422,298,107,1
6.056179,8,18,0
9.641739,14494,1193,1
5.744425,4,46,0
5.38958,7,12,0
15.607887,0,0,1
15.607887,474160,1635,1
7.17547,40,46,0
15.607887,591,126,1
5.858422,38,38,0
4.905155,59,126,0
6.732254,66,209,0
15.607887,4347,180,1
4.074706,5,53,0
5.679696,1795,17,0
9.644307,1344,190,1
5.231288,2,11,0
10.50802,2534,622,1
6.248164,121,104,0
11.979577,436,85,1
15.607887,944,123,1
5.701597,5,23,0
15.607887,545,305,1
15.607887,6625,626,1
6.204608,4,9,0
11.647074,0,0,1
15.607887,14552,706,1
6.06493,61,79,0
5.606642,11,15,0
11.525127,1045,367,1
15.607887,412,21,1
5.325196,1,70,0
6.200569,68,51,0
6.69378,77,6,0
13.733666,61,48,1
11.388379,79,31,1
11.388379,79,31,1
11.283754,893,361,1
6.024487,3,10,0
7.108613,13,10,0
15.607887,771,160,1
8.895523,1,9,0
5.406048,12,8,0
15.607887,3710,165,1
10.740876,748,92,1
11.647074,0,0,1
5.115148,36,56,0
6.005287,1,3,0
6.819977,132,10,1
10.200715,173,109,0
15.607887,688,134,1
11.15354,0,0,1
15.202422,19464,252,1
15.607887,2814,279,1
15.607887,3381,223,1
9.81031,8918,398,1
5.325196,14,26,0
11.086099,749,150,1
10.221101,2690,351,1
6.598769,238,254,0
6.014251,0,0,0
5.629333,63,19,0
7.70466,1793,275,1
3.325897,36,60,0
6.561822,16,32,0
15.607887,436,348,1
8.381664,6,11,0
7.048221,36,28,0
6.623282,15,14,0
8.629663,429,383,1
6.637821,3,10,0
7.628211,7,22,0
8.082787,2681,281,1
8.176349,60,94,0
15.607887,14494,1193,1
12.804525,2666,254,1
15.607887,31,32,1
15.607887,1649,74,1
15.607887,2736,235,1
9.703889,12520,406,1
8.771091,4229,391,1
7.233529,13,17,0
15.607887,945,304,1
6.151685,5,16,0
7.476664,114,78,0
10.272755,111,150,0
15.607887,171,268,1
7.608687,7,20,0
6.257074,52,26,0
6.789347,5,12,0
10.963496,80,88,0
15.607887,471,232,1
5.321436,0,0,0
5.264797,22,33,0
4.961933,8,10,0
15.607887,606,471,1
10.304583,0,0,1
5.972373,5,23,0
9.243136,4,10,0
9.727354,64917,851,1
9.120593,292,244,1
5.818797,3,24,0
6.053105,96,84,1
5.788745,33266,1275,1
6.119235,5,7,0
10.041452,6,15,0
8.332715,7595,46,1
7.263441,2,11,0
10.469152,961,114,1
6.415554,17,23,0
8.378649,14,234,1
7.038325,6,10,0
2.27261,65,81,0
14.91474,12,9,1
15.607887,41,66,1
9.253517,99,24,1
3.26987,7,22,0
15.607887,2044,167,1
14.768683,23,19,1
14.634693,64,22,1
15.607887,732,248,1
5.325196,2,12,0
6.040763,74,19,0
9.727354,3086,218,1
13.42969,317,9,1
8.019816,7847,119,1
5.266357,3,29,0
7.931322,1,4,0
5.778051,3,8,0
10.006891,2690,351,1
3.325897,2,13,0
15.607887,147,172,1
7.241214,15,37,0
10.390238,363,19,1
5.528223,3,8,0
7.861154,2751,300,1
8.332715,0,0,1
5.386522,1,5,0
15.607887,87,161,1
9.724565,155,29,0
4.611077,180,217,0
6.689133,8,12,0
3.325897,2,12,0
13.256512,1426,273,1
5.528223,6,16,0
6.99105,10,19,0
7.368859,201,64,0
6.724856,233,35,1
7.287752,2,7,0
7.073392,2,4,0
6.008728,223,236,0
4.824765,2,22,0
8.084136,18334,154,1
15.607887,474160,1635,1
7.882597,207,63,1
7.40418,30,85,0
5.036262,2,13,0
15.607887,827,465,1
15.607887,1610,390,1
15.607887,1123,303,1
10.475034,665,102,1
15.202422,49,101,1
8.757753,3707,621,1
8.538735,7,40,0
3.356834,4,14,0
5.823537,87,88,0
6.368479,344,357,0
6.499127,0,0,0
7.287648,57,166,0
8.564621,84,119,0
16.470058,43,20,1
11.4872,2844,59,1
15.607887,4514,110,1
11.830182,72,19,1
5.355259,6,8,0
8.61717,204,275,0
6.280706,12,4,0
6.864321,492,94,1
12.409216,0,0,0
5.965793,6,12,0
10.40388,1753,299,1
5.601748,48,113,0
5.588535,74,92,0
8.201862,14,17,0
11.547443,1794,572,1
6.707931,4,11,0
5.873579,5,20,0
8.631072,37,40,0
6.604996,4,1,0
15.607887,277,84,1
6.521469,6,8,0
6.415554,44,145,0
5.778051,19,28,0
15.607887,70953,1348,1
5.588535,16,89,0
10.558031,1634,126,1
10.50802,2534,622,1
6.382494,71,49,0
5.719448,3,5,0
15.607887,41,60,1
15.607887,0,0,1
15.607887,0,0,1
13.318697,491,324,1
15.607887,310,177,1
9.501514,379,372,1
3.750632,13,8,0
15.607887,418,142,0
6.974607,6,6,0
8.228462,12,16,0
6.014969,3,20,0
15.607887,1426,273,1
6.953053,32,17,0
5.629333,9,3,0
5.442222,3,15,0
7.222564,0,10,0
9.174947,1090,227,1
8.128248,6,16,0
4.73323,7,78,0
15.607887,1876,351,1
15.607887,362,216,1
5.625589,35,40,0
3.325897,22,258,0
14.103809,1,10,0
15.607887,227,54,1
5.788358,3,6,0
12.126647,0,0,1
7.362028,170,106,0
15.607887,626,323,1
5.399888,10,24,0
6.974607,82,26,1
3.325897,51,56,0
13.467821,470,147,1
8.455278,69,28,0
7.187559,3,6,0
15.607887,169,131,1
15.607887,1624,474,1
12.31205,1496,204,1
8.926405,13545,934,1
7.608687,177,103,1
5.61922,7,62,0
15.607887,453,236,1
4.894474,3,15,0
5.2884,104,43,0
7.550954,31,76,0
15.202422,116,211,1
8.786846,10,17,0
8.915803,0,0,1
6.573256,87,25,0
10.725085,503,620,1
5.922234,3,8,0
9.182247,698,296,1
8.55085,1362,94,1
8.764477,118,84,0
15.607887,688,134,1
6.06493,20,17,0
5.181048,249,81,0
15.607887,597,225,1
5.895087,41,53,0
5.858033,2,6,0
10.978025,0,0,1
9.118681,70953,1348,1
3.068116,32,59,0
13.16554,1040,334,1
6.762747,44,45,0
15.607887,214,36,1
8.538735,436,348,1
12.223496,259,68,1
7.672301,26,46,0
5.706285,14,155,0
7.317779,280,38,1
6.837339,7,9,0
10.031037,6577,306,1
6.546896,459,298,0
1.846565,54,15,0
3.123593,1,28,0
4.60142,1,4,0
15.607887,2767,92,1
9.822525,98,35,1
9.437231,0,0,1
6.086619,238,171,0
5.75737,318,214,0
7.018854,597,225,1
13.903139,0,0,1
10.376779,3418,133,1
15.607887,3385,390,1
12.630272,928,400,1
15.607887,0,0,1
9.976675,0,0,1
3.320216,10,28,0
7.370937,1,5,0
6.426525,4,2,0
6.063324,4,10,0
11.736686,233,137,1
15.607887,0,0,1
3.221023,52,66,0
12.933739,520,107,1
5.551034,225,160,0
9.233714,25,40,1
3.325897,5,27,0
6.320481,95,217,0
15.202422,3707,621,1
6.575182,10,71,0
7.901493,77,82,0
10.849996,0,0,1
15.607887,82,41,1
15.731606,34,33,1
3.325897,74,96,0
5.413826,22,41,0
15.607887,7157,399,1
15.607887,0,0,1
6.703178,36,53,0
11.618902,0,0,1
6.77857,472,45,0
12.637472,1728,99,1
8.041904,12,10,0
5.840032,11,32,0
6.56149,73,81,0
6.287525,4,27,0
5.551034,62,67,0
15.607887,597,225,1
15.607887,1084,611,1
5.408279,0,0,0
15.607887,8613,608,1
7.09962,0,5,0
8.374071,625,199,0
7.506609,180,154,0
6.256977,1,9,0
9.703889,12520,406,1
9.305268,0,50,1
8.598477,35,52,0
5.325196,92,126,0
13.256512,23,40,0
8.151835,4,9,0
15.607887,337,106,1
8.625953,3,9,0
15.607887,92,100,1
6.636773,1308,298,1
6.637821,3,10,0
15.607887,881,131,1
8.673003,2814,279,1
6.358853,2,12,0
11.882194,3112,35,1
15.607887,362,216,1
9.641739,14494,1193,1
5.741304,5,15,0
7.481438,5,14,0
8.682292,2466,273,1
13.256512,1426,273,1
15.607887,138501,768,1
6.089273,3,13,0
4.020952,12,25,0
6.889325,27,31,0
7.569613,180,208,1
6.119235,61,50,0
6.928812,17,13,0
6.857207,128,39,1
15.202422,49,101,1
6.876698,13,50,0
15.607887,898,134,1
9.793757,240,101,0
6.981959,2,7,0
12.933739,276,53,1
7.226027,64,97,1
7.056499,32,40,0
15.607887,1426,273,1
4.81564,50,138,0
4.868589,7,140,0
10.552915,168,137,1
15.607887,1147,234,1
8.673003,2814,279,1
6.262899,15,16,0
6.569421,53,63,0
6.331724,64,201,0
6.864321,492,94,1
6.719973,2,8,0
11.21963,3611,560,1
8.631072,3,4,0
15.607887,2424,305,1
5.59689,15,18,0
11.290399,0,0,1
6.280706,148,83,0
17.052467,131,139,1
15.607887,1054,235,1
8.933335,6,9,0
6.055066,1385,226,1
9.321713,356,153,1
4.596744,10,50,0
11.863215,971,334,1
8.406716,99671,1058,1
9.020337,0,0,1
15.607887,8459,735,1
6.573256,2,12,0
5.802205,984,29,1
6.750345,196,46,0
6.071075,1,17,0
5.123297,1,19,0
15.607887,214,36,1
3.325897,12,67,0
5.420627,2,38,0
5.69419,6,20,0
15.607887,2388,524,1
15.607887,2388,524,1
15.607887,2156,337,1
10.393704,3,19,0
9.868094,2049,385,1
15.607887,0,0,0
7.245772,6,82,0
6.111748,0,9,0
14.691596,236,176,1
6.858224,28,13,0
8.673003,2814,279,1
15.607887,2666,130,1
6.099101,12,11,0
10.868651,40,10,0
8.016093,156,159,0
8.495615,417,194,1
9.331244,1,4,0
3.393655,2,5,0
14.074226,547,448,1
11.790175,50,15,0
15.662411,131,121,1
9.333125,1033,57,1
5.075972,3,12,0
11.790175,0,3,0
8.673003,2814,279,1
15.607887,7627,224,1
6.91537,96,107,0
9.70936,1,59,0
5.325196,0,64,0
7.914655,86,166,1
9.51572,4053,567,1
9.644307,1344,190,1
3.325897,3,120,0
6.063324,5,37,0
15.202422,0,0,1
8.019816,18,29,0
7.843591,0,0,0
5.411569,4,12,0
15.607887,8459,735,1
4.171536,28,27,0
15.607887,499,82,1
10.342609,11,228,0
5.669951,14,19,0
15.607887,3883,195,1
15.607887,27,16,1
15.607887,2598,469,1
14.584503,114,42,1
5.366345,6,43,0
4.823437,5,14,0
15.607887,279,54,1
6.623282,2,5,0
15.607887,1709,797,1
6.974607,82,26,1
15.607887,177,103,1
5.728423,295,59,0
11.086099,1,11,0
11.136249,130,82,1
4.808684,6,42,0
5.953292,7,39,0
15.607887,59,108,1
5.420627,9,17,0
15.607887,6705,182,1
11.271562,1951,88,1
12.563365,3,10,0
7.027993,23,39,0
6.08695,5,8,0
10.992766,9268,711,1
8.917045,100,61,0
15.607887,12443,220,1
11.547443,295,52,0
15.607887,710,25,1
6.485487,14,13,0
3.825185,11,36,0
3.325897,29,53,0
9.931753,205,107,1
8.645643,3707,621,1
10.082434,27,39,0
4.590221,4,18,0
5.601748,3,8,0
6.902212,1,4,0
15.202422,1118,78,1
7.516758,2,8,0
6.861265,7,12,0
6.410018,0,25,0
10.938723,507,33,1
6.485487,15,25,0
5.734342,0,0,0
6.545055,11,14,0
9.214296,20,14,0
2.659114,4,15,0
5.863161,24,56,0
15.202422,3707,621,1
15.607887,4347,180,1
6.849188,3,12,0
15.607887,0,0,1
6.150706,854,674,0
10.342609,1,9,0
11.505243,5,24,0
15.607887,837,148,1
5.023563,7,27,0
14.221593,82,59,1
15.607887,2761,302,1
5.415652,36,43,0
7.002549,24,42,0
6.864321,5631,376,1
5.641877,0,0,0
7.41149,381,200,0
10.371445,0,83,1
15.607887,0,0,0
8.872701,0,0,1
5.167924,67,87,0
7.254637,37,77,1
12.34979,411,255,1
9.825602,3,21,0
11.716066,2827,258,1
9.669032,51,63,0
6.588833,122,140,0
5.15981,2,11,0
7.073392,4,21,0
3.456374,2,11,0
6.272333,66,80,0
7.056499,118,95,1
5.959504,1,75,0
6.005287,11,19,0
11.15354,899,420,1
15.607887,2814,279,1
10.227989,0,0,1
6.849188,40,106,0
15.607887,14494,1193,1
16.318644,710,305,1
4.851299,7,7,0
9.620179,20285,427,1
5.431478,15,133,0
13.381359,2083,193,1
6.868043,129,132,1
6.625369,59,43,0
12.31205,1496,204,1
6.882978,7,19,0
10.698916,2806,752,1
6.518073,4,9,0
7.150764,284,16,0
6.858224,0,0,0
7.465145,109,57,0
7.65141,0,0,0
5.315576,31,39,0
7.441616,3,6,0
10.498916,15,5,0
4.248702,3,6,0
8.994503,145,237,0
12.171202,262,43,1
10.376779,70,18,0
10.710048,390,98,1
15.607887,0,0,1
15.607887,80,97,1
5.802205,50,48,0
13.356595,80,66,1
9.515447,133,181,1
5.145983,3,9,0
15.607887,2192,212,1
10.607302,0,0,1
9.387297,40,109,0
8.173103,4,13,0
7.532459,2,18,0
3.325897,51,56,0
9.515447,133,181,1
14.91474,53,81,1
10.256029,24,43,0
7.328951,346,284,0
9.948359,3076,385,1
6.289194,3,10,0
6.119235,73,18,0
5.074951,21,2,0
7.532459,28,25,0
10.008978,1690,646,1
8.702635,2424,305,1
6.404121,145,185,0
15.607887,259,74,1
11.529342,3883,195,1
5.776789,0,1,0
6.717547,231,36,0
7.217152,61,74,0
15.607887,0,0,1
5.868343,2,6,0
7.126997,0,0,0
8.082787,2681,281,1
6.858224,12,9,0
7.588844,9,13,0
6.485487,27,26,0
12.223496,1063,333,1
6.935642,355,180,1
3.762823,17,104,0
15.607887,760,272,1
15.607887,434,102,1
15.607887,1709,797,1
6.646629,0,0,0
6.183847,9,17,0
14.103809,504,26,1
4.916668,9,14,0
6.689133,15,7,0
10.050599,51,63,0
11.621153,391,85,1
8.940929,1,7,0
11.666306,1055,63,1
9.276385,491,117,1
10.771606,4,18,0
7.960817,7,8,0
10.209724,817,229,1
5.607053,73,75,0
3.750782,124,164,0
15.607887,99,14,1
6.91537,43,107,0
6.671467,4,12,0
6.151685,3,17,0
8.79497,46,62,0
3.860278,126,58,0
7.020082,221,99,1
12.34979,656,41,1
9.437231,9,70,0
3.108112,205,267,0
12.539834,258,149,1
11.244788,1487,344,1
15.607887,2373,402,1
3.680052,3,6,0
5.858033,39,126,0
5.485633,5,13,0
9.387297,13,16,0
9.387297,453,286,1
13.022164,7033,839,1
7.887255,28,15,0
9.156627,653,98,1
15.607887,96,50,1
9.641739,14494,1193,1
7.222564,111,154,0
15.607887,2844,59,1
15.607887,137,64,1
15.607887,1690,646,1
5.978614,0,12,0
9.233714,49,67,0
9.355983,2544,11,1
3.884323,16,14,0
8.777013,1773,662,1
10.28244,367,53,1
15.607887,263,131,1
7.465203,7,14,0
13.16554,1040,334,1
9.822525,98,35,1
11.736686,233,137,1
3.970231,0,0,1
3.325897,61,25,0
9.331244,4,14,0
7.020082,59,71,0
8.082787,2681,281,1
15.607887,430,311,1
14.103809,389,22,1
6.633787,3,7,0
15.607887,248,25,1
6.689238,0,11,0
7.211788,296,134,0
15.607887,279,54,1
8.134808,14,234,1
10.603941,18171,43,1
4.748793,2,257,0
15.607887,612,164,1
6.91891,2,13,0
15.607887,4229,391,1
7.051473,0,3,0
12.835299,1167,306,1
11.183041,813,513,1
3.954513,3,20,0
